"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"clip_genes",1e-50,2e-50,NA,1,1.50025198657292,248,"ENSMUSG00000045515.5, ENSMUSG00000002459.18, ENSMUSG00000103519.2, ENSMUSG00000064943.3, ENSMUSG00000119520.1, ENSMUSG00000111958.2, ENSMUSG00000081317.2, ENSMUSG00000089861.2, ENSMUSG00000064899.3, ENSMUSG00000103161.2, ENSMUSG00000112678.2, ENSMUSG00000080999.2, ENSMUSG00000064349.1, ENSMUSG00000108202.2, ENSMUSG00000107687.2, ENSMUSG00000071591.4, ENSMUSG00000064857.3, ENSMUSG00000024388.12, ENSMUSG00000080712.5, ENSMUSG00000110508.2, ENSMUSG00000064361.1, ENSMUSG00000085393.2, ENSMUSG00000116202.2, ENSMUSG00000118768.1, ENSMUSG00000084507.3, ENSMUSG00000121371.1, ENSMUSG00000064365.1, ENSMUSG00000113674.2, ENSMUSG00000119132.1, ENSMUSG00000091006.4, ENSMUSG00000100444.2, ENSMUSG00000114325.2, ENSMUSG00000114814.2, ENSMUSG00000040775.7, ENSMUSG00000083201.2, ENSMUSG00000065635.3, ENSMUSG00000103561.2, ENSMUSG00000114850.2, ENSMUSG00000119399.1, ENSMUSG00000082608.2, ENSMUSG00000118848.1, ENSMUSG00000064748.3, ENSMUSG00000100814.2, ENSMUSG00000065892.3, ENSMUSG00000118803.1, ENSMUSG00000119402.1, ENSMUSG00000056895.5, ENSMUSG00000082961.2, ENSMUSG00000070203.3, ENSMUSG00000118972.1, ENSMUSG00000065164.3, ENSMUSG00000038331.16, ENSMUSG00000088948.3, ENSMUSG00000102956.2, ENSMUSG00000066902.8, ENSMUSG00000087660.2, ENSMUSG00000088351.2, ENSMUSG00000105024.2, ENSMUSG00000099625.2, ENSMUSG00000109152.2, ENSMUSG00000116776.2, ENSMUSG00000102317.2, ENSMUSG00000113884.2, ENSMUSG00000081050.2, ENSMUSG00000118915.1, ENSMUSG00000058773.3, ENSMUSG00000119175.1, ENSMUSG00000117056.2, ENSMUSG00000119714.1, ENSMUSG00000065320.4, ENSMUSG00000119670.1, ENSMUSG00000083709.2, ENSMUSG00000106806.2, ENSMUSG00000119025.1, ENSMUSG00000098897.2, ENSMUSG00000065380.3, ENSMUSG00000084379.2, ENSMUSG00000049539.4, ENSMUSG00000065751.3, ENSMUSG00000119782.1, ENSMUSG00000095917.3, ENSMUSG00000118842.1, ENSMUSG00000026870.20, ENSMUSG00000084752.3, ENSMUSG00000026102.10, ENSMUSG00000064460.3, ENSMUSG00000005364.12, ENSMUSG00000083303.2, ENSMUSG00000116728.2, ENSMUSG00000064450.3, ENSMUSG00000098520.2, ENSMUSG00000119738.1, ENSMUSG00000115098.2, ENSMUSG00000098206.2, ENSMUSG00000119426.1, ENSMUSG00000113018.2, ENSMUSG00000119681.1, ENSMUSG00000119122.1, ENSMUSG00000083291.4, ENSMUSG00000105815.2, ENSMUSG00000119440.1, ENSMUSG00000091405.3, ENSMUSG00000081306.2, ENSMUSG00000101736.2, ENSMUSG00000081689.2, ENSMUSG00000105652.3, ENSMUSG00000112033.2, ENSMUSG00000080736.2, ENSMUSG00000100586.3, ENSMUSG00000103993.2, ENSMUSG00000114481.2, ENSMUSG00000083435.3, ENSMUSG00000114214.2, ENSMUSG00000052565.8, ENSMUSG00000058620.6, ENSMUSG00000098564.2, ENSMUSG00000110335.2, ENSMUSG00000102948.2, ENSMUSG00000100280.4, ENSMUSG00000102599.2, ENSMUSG00000111494.2, ENSMUSG00000100755.2, ENSMUSG00000086941.2, ENSMUSG00000065291.3, ENSMUSG00000015829.14, ENSMUSG00000049015.4, ENSMUSG00000101447.2, ENSMUSG00000083463.2, ENSMUSG00000081499.2, ENSMUSG00000108844.2, ENSMUSG00000039372.6, ENSMUSG00000103693.2, ENSMUSG00000023737.15, ENSMUSG00000119058.1, ENSMUSG00000082242.2, ENSMUSG00000119079.1, ENSMUSG00000080842.3, ENSMUSG00000119019.1, ENSMUSG00000081064.2, ENSMUSG00000112466.2, ENSMUSG00000067780.4, ENSMUSG00000065859.4, ENSMUSG00000106143.2, ENSMUSG00000065676.3, ENSMUSG00000090265.2, ENSMUSG00000073794.4, ENSMUSG00000104494.2, ENSMUSG00000097586.2, ENSMUSG00000102571.2, ENSMUSG00000025776.14, ENSMUSG00000106012.2, ENSMUSG00000083485.2, ENSMUSG00000102480.2, ENSMUSG00000099954.2, ENSMUSG00000113937.2, ENSMUSG00000075031.5, ENSMUSG00000085608.2, ENSMUSG00000118883.1, ENSMUSG00000037942.6, ENSMUSG00000073607.3, ENSMUSG00000105542.2, ENSMUSG00000114609.2, ENSMUSG00000115350.2, ENSMUSG00000095217.2, ENSMUSG00000050799.4, ENSMUSG00000041578.16, ENSMUSG00000064500.4, ENSMUSG00000083195.2, ENSMUSG00000045875.14, ENSMUSG00000119891.1, ENSMUSG00000119106.1, ENSMUSG00000082576.2, ENSMUSG00000080716.2, ENSMUSG00000083561.4, ENSMUSG00000110165.3, ENSMUSG00000082814.2, ENSMUSG00000041540.17, ENSMUSG00000114359.2, ENSMUSG00000040724.6, ENSMUSG00000062546.6, ENSMUSG00000097883.2, ENSMUSG00000069308.8, ENSMUSG00000100894.2, ENSMUSG00000107189.2, ENSMUSG00000118906.1, ENSMUSG00000084461.4, ENSMUSG00000119743.1, ENSMUSG00000027848.13, ENSMUSG00000118923.1, ENSMUSG00000103123.2, ENSMUSG00000075165.4, ENSMUSG00000090961.3, ENSMUSG00000115484.2, ENSMUSG00000117816.2, ENSMUSG00000119801.1, ENSMUSG00000063548.4, ENSMUSG00000081024.2, ENSMUSG00000112658.2, ENSMUSG00000064782.2, ENSMUSG00000081632.2, ENSMUSG00000105250.2, ENSMUSG00000065822.3, ENSMUSG00000097762.2, ENSMUSG00000103992.2, ENSMUSG00000059571.8, ENSMUSG00000117333.2, ENSMUSG00000116893.2, ENSMUSG00000095231.2, ENSMUSG00000105753.2, ENSMUSG00000113362.2, ENSMUSG00000056877.3, ENSMUSG00000064822.2, ENSMUSG00000090051.2, ENSMUSG00000118917.1, ENSMUSG00000119176.1, ENSMUSG00000110690.2, ENSMUSG00000100580.7, ENSMUSG00000084414.4, ENSMUSG00000118258.2, ENSMUSG00000092473.5, ENSMUSG00000101093.2, ENSMUSG00000027435.9, ENSMUSG00000106158.2, ENSMUSG00000069306.6, ENSMUSG00000114234.2, ENSMUSG00000064372.1, ENSMUSG00000101206.2, ENSMUSG00000109560.2, ENSMUSG00000094380.4, ENSMUSG00000098209.3, ENSMUSG00000118804.1, ENSMUSG00000082828.2, ENSMUSG00000119353.1, ENSMUSG00000069305.4, ENSMUSG00000118956.1, ENSMUSG00000093577.2, ENSMUSG00000119686.1, ENSMUSG00000110434.2, ENSMUSG00000103625.2, ENSMUSG00000117447.2, ENSMUSG00000062727.5, ENSMUSG00000085782.3, ENSMUSG00001118661.1, ENSMUSG00000083379.2, ENSMUSG00000108513.3, ENSMUSG00000102750.2, ENSMUSG00000081428.2, ENSMUSG00000119581.1"
"rbf_genes",0.0015002671684057,0.0015002671684057,0.45505986738723,0.852853443602852,1.27998652782859,235,"ENSMUSG00000119520.1, ENSMUSG00000085393.2, ENSMUSG00000119132.1, ENSMUSG00000088948.3, ENSMUSG00000119670.1, ENSMUSG00002076380.1, ENSMUSG00000118770.1, ENSMUSG00000119325.1, ENSMUSG00000119030.1, ENSMUSG00000055737.13, ENSMUSG00000065104.3, ENSMUSG00000119529.1, ENSMUSG00000027200.18, ENSMUSG00000064867.3, ENSMUSG00000075204.4, ENSMUSG00000118936.1, ENSMUSG00000108908.6, ENSMUSG00000083077.2, ENSMUSG00000081685.2, ENSMUSG00000055254.16, ENSMUSG00000068855.4, ENSMUSG00000117281.2, ENSMUSG00000119838.1, ENSMUSG00000045589.8, ENSMUSG00000081539.2, ENSMUSG00000109466.2, ENSMUSG00000084401.2, ENSMUSG00000115270.2, ENSMUSG00000087390.2, ENSMUSG00000037624.16, ENSMUSG00000017446.15, ENSMUSG00000118815.1, ENSMUSG00000029765.13, ENSMUSG00000024481.6, ENSMUSG00000079608.11, ENSMUSG00000055761.15, ENSMUSG00000106747.2, ENSMUSG00000109690.2, ENSMUSG00000114517.2, ENSMUSG00000051860.14, ENSMUSG00000096033.3, ENSMUSG00000110278.2, ENSMUSG00000082650.2, ENSMUSG00000119002.1, ENSMUSG00000028182.15, ENSMUSG00000031431.14, ENSMUSG00000119430.1, ENSMUSG00000031734.14, ENSMUSG00000116873.2, ENSMUSG00000020641.17, ENSMUSG00000114289.2, ENSMUSG00000046463.6, ENSMUSG00000115133.2, ENSMUSG00000119206.1, ENSMUSG00000033486.15, ENSMUSG00000048655.18, ENSMUSG00000026525.10, ENSMUSG00000030069.16, ENSMUSG00000070498.4"
